track_id,track_name,duration,primary_artists,language,track_url,track_image,download_url,spotify_track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
UJHRlhnb,De Taali,210,"Pritam, Yo Yo Honey Singh, Armaan Malik, Shashwat Singh",hindi,https://www.jiosaavn.com/song/de-taali/JSIjYxhYWVE,https://c.saavncdn.com/583/Bhool-Bhulaiyaa-2-Hindi-2022-20220816171003-150x150.jpg,https://aac.saavncdn.com/583/e94c9dab79fd876e2cc8382a08d5f365_320.mp4,4Xba44w0LihzNJj1xgjs8J,0.157,0.818,210164,0.899,0.0,1,0.0725,-3.667,1,0.117,120.016,4,0.736
BeXBcbVK,Believer,202,Imagine Dragons,english,https://www.jiosaavn.com/song/believer/Mg0zcxdSYXg,https://c.saavncdn.com/248/Evolve-English-2017-20180716230950-150x150.jpg,https://aac.saavncdn.com/248/a6b1b78b396245f712abda8f1daefee0_320.mp4,0pqnGHJpmpxLKifKRmU6WP,0.0622,0.776,204347,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.666
t5e4VTsk,Unstoppable,218,Sia,english,https://www.jiosaavn.com/song/unstoppable/BF0OBSJkRFg,https://c.saavncdn.com/552/Unstoppable-English-2016-150x150.jpg,https://aac.saavncdn.com/552/26b33054461788c6282e4ac814d3769f_320.mp4,1yvMUkIOTeUNtNWlWRgANS,0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.26
leUJaBrT,Aathma Raama,235,Brodha V,english,"https://www.jiosaavn.com/song/aathma-raama/HA0,exVyRWc",https://c.saavncdn.com/390/Aathma-Raama-English-2021-20211201150306-150x150.jpg,https://aac.saavncdn.com/390/9576ea17fb7dfeb802590be2360b440b_320.mp4,6qJrmD6CXKWkWcsYwu9AV3,0.115,0.78,234864,0.758,0.0,5,0.183,-6.414,0,0.138,92.016,4,0.711
NJ_W1AG6,On My Way,199,"Alan Walker, Sabrina Carpenter, Farruko",english,https://www.jiosaavn.com/song/on-my-way/PiI0ZkVxcAU,https://c.saavncdn.com/866/On-My-Way-English-2019-20190308195918-150x150.jpg,https://aac.saavncdn.com/866/7e3a01418e755de4f0c9baee5febf6ad_320.mp4,3OjNkFFZavF89xvRqWCXmU,0.327,0.443,213307,0.538,4.61e-05,1,0.0866,-5.477,1,0.0309,157.97,4,0.245
PWQivmzC,Ride It (Original Version),188,Jay Sean,english,https://www.jiosaavn.com/song/ride-it-original-version/ID86WAJdTXA,https://c.saavncdn.com/759/My-Own-Way-English-2008-20190924083612-150x150.jpg,https://aac.saavncdn.com/759/67e554564274934ff8340f1e259f6769_320.mp4,438zERszQSaSQ1CjOHjqc9,0.0102,0.549,224040,0.744,4.95e-05,1,0.0571,-5.169,1,0.025,95.616,4,0.584
4RmwbCw4,Cheap Thrills,210,Sia,english,https://www.jiosaavn.com/song/cheap-thrills/RDoGRhZzQAc,https://c.saavncdn.com/722/Cheap-Thrills-English-2015-150x150.jpg,https://aac.saavncdn.com/722/7f3218eb23ec7273f73d5317e5083d7e_320.mp4,3S4px9f4lceWdKf0gWciFu,0.0472,0.628,211667,0.698,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,0.732
lWVbxiH_,See You Again (feat. Charlie Puth),229,Wiz Khalifa,english,https://www.jiosaavn.com/song/see-you-again-feat.-charlie-puth/HD89UwxZf2w,https://c.saavncdn.com/184/Furious-7-Original-Motion-Picture-Soundtrack-English-2015-20190607044638-150x150.jpg,https://aac.saavncdn.com/184/7e63860dde72392d6cf3660b2ac5210b_320.mp4,2JzZzZUQj3Qff7wapcbKjc,0.369,0.689,229526,0.481,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,4,0.283
M9iV2hkF,Sing For The Moment,339,Eminem,english,https://www.jiosaavn.com/song/sing-for-the-moment/PVECZ0ZYXHU,https://c.saavncdn.com/020/The-Eminem-Show-Explicit-Version-2003-150x150.jpg,https://aac.saavncdn.com/020/b669162d5ce23101a88b70f78560ec13_320.mp4,3CpoeW0cZSDzIRv5z34F87,0.0017,0.668,339547,0.824,3.05e-06,5,0.0426,-4.164,0,0.137,163.961,4,0.185
1xqHQw3J,Faded,212,Alan Walker,english,https://www.jiosaavn.com/song/faded/QRAaeSVHBHk,https://c.saavncdn.com/981/Faded-English-2015-150x150.jpg,https://aac.saavncdn.com/981/ff704210de1a556e6d59fe7241f94983_320.mp4,698ItKASDavgwZ3WjaWjtz,0.0281,0.468,212107,0.627,7.97e-06,6,0.11,-5.085,1,0.0476,179.642,4,0.159
op-nvO_l,Hope,112,XXXTENTACION,english,https://www.jiosaavn.com/song/hope/HxhGXwJ-aF8,https://c.saavncdn.com/736/UMG_00842812106736-English-2018-20180316065537-150x150.jpg,https://aac.saavncdn.com/736/d2b086121bde5c5867d2f1159a89cce3_320.mp4,2Ej3iV0nulryy9S3UQvjSx,0.163,0.586,186465,0.838,0.00016,5,0.0858,-4.892,1,0.0367,150.114,4,0.776
JdLWEx4V,"Bhool Bhulaiyaa 2 Title Track (From ""Bhool Bhulaiyaa 2"")",211,"Pritam, Tanishk Bagchi, Neeraj Shridhar, Mellow D",hindi,https://www.jiosaavn.com/song/bhool-bhulaiyaa-2-title-track-from-bhool-bhulaiyaa-2/OgwnZjFIA2U,https://c.saavncdn.com/444/Bhool-Bhulaiyaa-2-Title-Track-From-Bhool-Bhulaiyaa-2-Hindi-2022-20220502201002-150x150.jpg,https://aac.saavncdn.com/444/2a9ab8bffceda2c6056b635258a8b651_320.mp4,2cbaCL38j8eUXBQjvLawET,0.0663,0.857,211667,0.893,0.0,0,0.0335,-2.87,0,0.0422,108.022,4,0.845
I7n_WnqI,"Main Khiladi (From ""Selfiee"")",187,"Tanishk Bagchi, Abhijeet, Udit Narayan",hindi,https://www.jiosaavn.com/song/main-khiladi-from-selfiee/OV8FbiNeRno,https://c.saavncdn.com/019/Main-Khiladi-From-Selfiee-Hindi-2023-20230201184145-150x150.jpg,https://aac.saavncdn.com/019/856b7606b57c49b47112e6496489941b_320.mp4,7E0A86Yhc0ZyOl6aAPE5wN,0.0799,0.766,187099,0.875,9.53e-06,1,0.124,-3.195,1,0.0963,131.015,4,0.775
8WhiZRo5,"Manike (From ""Thank God"")",197,"Yohani, Jubin Nautiyal, Tanishk Bagchi, Surya Ragunaathan, Chamath Sangeeth",hindi,https://www.jiosaavn.com/song/manike-from-thank-god/SD8DWC5iWAY,https://c.saavncdn.com/933/Manike-From-Thank-God-Hindi-2022-20220920201002-150x150.jpg,https://aac.saavncdn.com/933/aebe1457af5715799b73ec39330d6653_320.mp4,0zlGnseLGzRIBA0TJcb3Bo,0.522,0.551,197474,0.578,0.0,1,0.073,-7.005,0,0.0732,106.772,4,0.509
F03-27Lj,Husnn Hai Suhaana New,267,"Chandana Dixit, Abhijeet",hindi,https://www.jiosaavn.com/song/husnn-hai-suhaana-new/NlhYHEYHe1k,https://c.saavncdn.com/895/Coolie-No-1-2020-Hindi-2020-20230304150949-150x150.jpg,https://aac.saavncdn.com/895/c8e8490175507812f6c202a74c532a5e_320.mp4,6XvQPMLZdPPV22rY7FEBpI,0.065,0.78,267417,0.97,3.33e-05,1,0.507,-0.86,1,0.12,126.068,4,0.793
6iJzmW_O,Muqabla,176,"Parampara Tandon, Yash Narvekar",hindi,https://www.jiosaavn.com/song/muqabla/RgEhSxlnaHw,https://c.saavncdn.com/597/Muqabla-From-Street-Dancer-3D-Hindi-2019-20191226110928-150x150.jpg,https://aac.saavncdn.com/597/71881e129db31cd41beeeb5fe3090f64_320.mp4,28veUNu4veN0LOBVa0nFw8,0.0248,0.804,176125,0.913,2.84e-05,0,0.391,-3.135,1,0.0933,119.993,4,0.544
7nBCKJeI,The Humma Song,180,"A.R. Rahman, Badshah, Tanishk Bagchi, Shashaa Tirupati, Jubin Nautiyal",hindi,https://www.jiosaavn.com/song/the-humma-song/RwYpcj96Uno,https://c.saavncdn.com/835/OK-Jaanu-Original-Motion-Picture-Soundtrack-Hindi-2017-20230203133341-150x150.jpg,https://aac.saavncdn.com/835/7f48cd7810c60f28390a0ebe8e277d5b_320.mp4,7heMX7gyHP0mhTlNgd7Lxd,0.0115,0.721,179658,0.65,0.00014,0,0.34,-6.95,0,0.135,130.487,5,0.392
dxUsDlN4,"Character Dheela 2.0 (From ""Shehzada"")",157,"Pritam, Amitabh Bhattacharya, Neeraj Shridhar, Abhijit Vaghani",hindi,"https://www.jiosaavn.com/song/character-dheela-2.0-from-shehzada/FBA,QjBceQc",https://c.saavncdn.com/005/Character-Dheela-2-0-From-Shehzada-Hindi-2023-20230208144923-150x150.jpg,https://aac.saavncdn.com/005/396ca93280f925a7bf3df9b0d816857b_320.mp4,0QT9B8Yfrz0vi66oXMrKJg,0.00332,0.841,157153,0.863,9.64e-05,11,0.111,-4.73,1,0.0642,111.955,4,0.426
J5CEBcl0,"O Saki Saki (From ""Batla House"")",191,"Tulsi Kumar, Neha Kakkar, B Praak",hindi,https://www.jiosaavn.com/song/o-saki-saki-from-batla-house/Ol0odDZTWwM,https://c.saavncdn.com/810/O-Saki-Saki-From-Batla-House--Hindi-2019-20190715121320-150x150.jpg,https://aac.saavncdn.com/810/f6ae3af38d2ca1beed5449e3f51c02b2_320.mp4,4cFwhwH5ydnHgB0Tv3lZsm,0.163,0.737,191089,0.961,0.0,10,0.361,-0.155,0,0.0747,108.014,4,0.567
2u7M1a6i,The Jawaani Song,253,"Vishal &amp; Shekhar, Vishal Dadlani, Payal Dev, Kishore Kumar",hindi,https://www.jiosaavn.com/song/the-jawaani-song/Qh1cfEVRAVo,https://c.saavncdn.com/865/Student-of-the-Year-2-Hindi-2019-20190426114149-150x150.jpg,https://aac.saavncdn.com/865/fd8fa67800338a28842d755f26374c23_320.mp4,3IzQc4KEAFd8lIc90X7FZr,0.0728,0.71,253161,0.801,0.0,7,0.0744,-4.845,1,0.0896,145.102,4,0.845
UjSdbX4c,Yai Re,245,"Yo Yo Honey Singh, Iulia Vantur",hindi,https://www.jiosaavn.com/song/yai-re/JQI4VRZoA1A,https://c.saavncdn.com/834/Yai-Re-Hindi-2022-20230304130633-150x150.jpg,https://aac.saavncdn.com/834/8c0fc182c0f6a21eacbfc3a09659ef2f_320.mp4,7EH3l7c5HMIHiLm8t0g9ut,0.0076,0.791,245032,0.892,6.33e-06,0,0.123,-4.005,1,0.08,123.955,4,0.922
-oiIfGcN,"Aankh Marey (From ""Simmba"")",212,"Neha Kakkar, Mika Singh, Kumar Sanu, Tanishk Bagchi",hindi,https://www.jiosaavn.com/song/aankh-marey-from-simmba/XQcCeBJ3VH0,https://c.saavncdn.com/453/Aankh-Marey-From-Simmba-Hindi-2018-20181206064340-150x150.jpg,https://aac.saavncdn.com/453/2d344918899a1606ef658be8189daaeb_320.mp4,63MvWd6T6yoS7h4AJ4Hjrm,0.289,0.796,212741,0.978,0.00254,5,0.346,-1.266,0,0.0955,129.999,4,0.8
4lcSFERr,Laila Main Laila,306,Pawni Pandey,hindi,https://www.jiosaavn.com/song/laila-main-laila/RAQIYjJ1ZUE,https://c.saavncdn.com/334/Raees-Hindi-2016-20200430093124-150x150.jpg,https://aac.saavncdn.com/334/5eaf2f51c8fa8268316438d0bd66daf5_320.mp4,6HQbaD0RomfUPO4KK866oI,0.00764,0.623,306582,0.924,2.73e-06,4,0.557,-4.481,0,0.142,135.968,4,0.506
TTVK-qak,Sawan Mein Lag Gayi Aag,226,"Mika Singh, Payal Dev, Neha Kakkar, Badshah",hindi,https://www.jiosaavn.com/song/sawan-mein-lag-gayi-aag/JDw9ellBVlg,https://c.saavncdn.com/802/Ginny-Weds-Sunny-Hindi-2020-20201002143353-150x150.jpg,https://aac.saavncdn.com/802/88cc6596ede448b1c6cbbbead98c3684_320.mp4,6oloWgrErtc8dG2WiV55gn,0.388,0.792,226615,0.813,2.29e-05,0,0.0541,-3.687,1,0.0513,130.058,4,0.868
3-POSRmD,"Tip Tip (From ""Sooryavanshi"")",250,"Udit Narayan, Alka Yagnik, Tanishk Bagchi, Viju Shah",hindi,https://www.jiosaavn.com/song/tip-tip-from-sooryavanshi/Q0U7fidiWnc,https://c.saavncdn.com/721/Tip-Tip-From-Sooryavanshi--Hindi-2021-20211106031001-150x150.jpg,https://aac.saavncdn.com/721/f920e780473c9c5b7868178a881741c9_320.mp4,5zfRl79umXWvKoA7p4KEPa,0.0431,0.709,250288,0.929,0.00648,5,0.125,-1.583,0,0.061,103.01,4,0.477
yqdujZ0b,Tamma Tamma Again,199,"Bappi Lahiri, Anuradha Paudwal, Badshah",hindi,https://www.jiosaavn.com/song/tamma-tamma-again/CRkPRB5qB1E,https://c.saavncdn.com/804/Badrinath-Ki-Dulhania-Full-Hindi-2017-150x150.jpg,https://aac.saavncdn.com/804/57e867f0350a6dd1d118160d36b4290d_320.mp4,5sqPE9h98DkO5ms20NUiUg,0.0787,0.724,199265,0.848,9.16e-05,2,0.104,-4.724,1,0.0522,123.02,4,0.781
ghktgWOP,Mangta Hai Kya,194,"Aditya Narayan, Deeksha Toor",hindi,https://www.jiosaavn.com/song/mangta-hai-kya/FwAARRNneGM,https://c.saavncdn.com/699/Mangta-Hai-Kya-Hindi-2022-20230304130423-150x150.jpg,https://aac.saavncdn.com/699/8a1fe7620f4aa1b65c22a7cb8301ed2d_320.mp4,74a2u5OqEtJwFnF5FJFTDj,0.408,0.712,194545,0.829,5.44e-06,3,0.103,-5.991,0,0.0512,132.048,4,0.685
1FPX0XtK,Mungda,196,"Jyotica Tangri, Shaan, Subhro Ganguly",hindi,https://www.jiosaavn.com/song/mungda/QS47aURoQ3g,https://c.saavncdn.com/411/Total-Dhamaal-Hindi-2019-20190315170750-150x150.jpg,https://aac.saavncdn.com/411/ee66222b57e0e9f6f474bf3a5f3c4b57_320.mp4,4wc8pPkSIxAirW2FNGp6Pd,0.0277,0.761,196138,0.911,0.0,2,0.388,-2.561,1,0.136,135.023,4,0.463
W0fyDFEf,"Chura Ke Dil Mera (From ""Hungama 2"")",285,"Benny Dayal, Anmol Malik, Anu Malik",hindi,https://www.jiosaavn.com/song/chura-ke-dil-mera-from-hungama-2/J1gNSDB2clU,https://c.saavncdn.com/713/Chura-Ke-Dil-Mera-From-Hungama-2--Hindi-2021-20210706122101-150x150.jpg,https://aac.saavncdn.com/713/26658d6c40a3d1ac76710723c2ea1a9a_320.mp4,7d5ufSYehroRIgCXxJvcTM,0.0588,0.737,285774,0.857,1.17e-05,7,0.281,-5.806,1,0.0451,126.005,4,0.817
g1Y7bpG1,Haan Main Galat,218,"Pritam, Arijit Singh, Shashwat Singh",hindi,https://www.jiosaavn.com/song/haan-main-galat/F1kyBhZAcAI,https://c.saavncdn.com/862/Love-Aaj-Kal-Hindi-2020-20200214140423-150x150.jpg,https://aac.saavncdn.com/862/9681dbcbfecfb201d1c0d2e6f056dc55_320.mp4,068HSvCf5MbQfhV4qqaelg,0.0997,0.685,218644,0.736,0.0112,0,0.101,-5.656,1,0.0521,117.979,4,0.893
YSG9CeLr,Saath Kya Nibhaoge,230,"Tony Kakkar, Altaaf Raja",hindi,https://www.jiosaavn.com/song/saath-kya-nibhaoge/KTssCDdVe0E,https://c.saavncdn.com/473/Saath-Kya-Nibhaoge-Hindi-2021-20210805161113-150x150.jpg,https://aac.saavncdn.com/473/ebfc29b9176bfc71a4908674bb0cd423_320.mp4,0NeMxL5uH42OMyy180jj0L,0.051,0.693,230532,0.603,0.0,8,0.196,-5.956,1,0.103,157.395,3,0.537
6T5OJTb4,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,155,"Darshan Raval, Rochak Kohli",hindi,https://www.jiosaavn.com/song/ek-ladki-ko-dekha-toh-aisa-laga---title-track/Rjxefj5kVQc,https://c.saavncdn.com/282/Ek-Ladki-Ko-Dekha-Toh-Aisa-Laga-Hindi-2019-20190131113053-150x150.jpg,https://aac.saavncdn.com/282/d2c293041645af9b76a36671c15fc655_320.mp4,3jyqXdAjwqO3gFtjnYrbq9,0.757,0.537,155172,0.604,0.0,10,0.322,-7.576,1,0.054,173.915,4,0.41
Io_qS2Mm,Mera Dil Bhi Kitna Pagal Hai,264,Mamta Sharma,hindi,https://www.jiosaavn.com/song/mera-dil-bhi-kitna-pagal-hai/OQc0QCcCel4,https://c.saavncdn.com/287/Mera-Dil-Bhi-Kitna-Pagal-Hai-Hindi-2021-20210805155839-150x150.jpg,https://aac.saavncdn.com/287/d1a234521d81c86285a3f6656dc327d4_320.mp4,2n9ylYiF7urpXo36qBwr3g,0.333,0.601,200828,0.733,1.73e-06,6,0.406,-5.987,0,0.0362,94.017,4,0.375
V3KN74T9,Mehbooba,179,"Neha Kakkar, Yasser Desai, Raftaar, Mohammed Rafi",hindi,https://www.jiosaavn.com/song/mehbooba/Jlsgf0MEYwo,https://c.saavncdn.com/771/Fukrey-Returns-Hindi-2017-20171116062829-150x150.jpg,https://aac.saavncdn.com/774/f26c3f904645cc2a533437b581a8575a_320.mp4,05NYTvPEyuTfiFh0GKA25q,0.972,0.544,233093,0.516,0.3,3,0.12,-8.559,1,0.0341,111.276,4,0.408
EViBspor,Bach Ke Rehna (Red Notice),222,"Badshah, DIVINE, Jonita Gandhi, Mikey McCleary",hindi,https://www.jiosaavn.com/song/bach-ke-rehna-red-notice/NT4CcwdAWEE,https://c.saavncdn.com/812/Bach-Ke-Rehna-Red-Notice--Hindi-2021-20211106110543-150x150.jpg,https://aac.saavncdn.com/812/fca247557787cb1d5232ebe25146584c_320.mp4,7fCbbPG8ClYyzKWy53N2jJ,0.0452,0.526,222370,0.874,1.08e-06,1,0.426,-4.226,1,0.138,134.918,4,0.656
XfhSGYQ1,I Am A Disco Dancer 2.0,186,Benny Dayal,hindi,https://www.jiosaavn.com/song/i-am-a-disco-dancer-2.0/KA4DYjNpZgI,https://c.saavncdn.com/295/I-Am-A-Disco-Dancer-2-0-Tiger-Shroff-Hindi-2020-20200317125519-150x150.jpg,https://aac.saavncdn.com/295/3f59a3dce734b1c5116f065d9fa4dd4e_320.mp4,4p1Z7Y9B1ojFx0SSVt2Rx4,0.00257,0.744,186412,0.779,0.00059,11,0.291,-5.269,0,0.0647,125.016,4,0.809
4l1JJlLQ,Rafta Rafta Medley,297,"Vishal Mishra, Jordi Patel, Disha Sharma",hindi,https://www.jiosaavn.com/song/rafta-rafta-medley/RARaez5ce2I,https://c.saavncdn.com/983/Yamla-Pagla-Deewana-Phir-Se-Hindi-2018-20180830-150x150.jpg,https://aac.saavncdn.com/983/64138dc50494798b0206fe875a45e8ea_320.mp4,04BwiKrOHzi0kjDlVbxv59,0.22,0.533,297889,0.842,0.0,8,0.808,-4.58,0,0.308,134.9,4,0.78
uHxW5NRy,Last One Standing (From Venom: Let There Be Carnage),257,"Skylar Grey, Polo G, Mozzy, Eminem",english,"https://www.jiosaavn.com/song/last-one-standing-from-venom%3a-let-there-be-carnage/BSATZkF,ZUo",https://c.saavncdn.com/048/Last-One-Standing-English-2021-20210930093746-150x150.jpg,https://aac.saavncdn.com/048/d416877b82cb182b039da3a8e22cd824_320.mp4,5W8HXMOMLtXLz0RGKUtnlZ,0.237,0.664,257369,0.692,0.0,1,0.0798,-4.128,0,0.127,154.924,4,0.233
qm-vUBo7,Ma Boy,166,"Dreamville, Jid, Lute",english,https://www.jiosaavn.com/song/ma-boy/AQVGRyFyWAQ,https://c.saavncdn.com/650/Ma-Boy-English-2023-20230203063610-150x150.jpg,https://aac.saavncdn.com/650/ead69bb5f0280eb3d4dd3577161d61b6_320.mp4,1kn9JsBWIw6qREhDWw0lKb,0.0191,0.874,167000,0.812,0.000846,1,0.113,-5.499,1,0.114,138.047,4,0.465
LmkVYCTg,From The D 2 The LBC,215,"Eminem, Snoop Dogg",english,https://www.jiosaavn.com/song/from-the-d-2-the-lbc/PAUAZy1zY1Q,https://c.saavncdn.com/520/From-The-D-2-The-LBC-English-2022-20220624103450-150x150.jpg,https://aac.saavncdn.com/520/0570ab270deb37aef06c39f5480e93f0_320.mp4,7My9ca9QEIR8MvIOdIrTWA,0.105,0.73,215120,0.785,0.0,9,0.0445,-7.986,0,0.243,82.037,4,0.596
R5s03OsU,POPSTAR,200,DJ Khaled,english,https://www.jiosaavn.com/song/popstar/Il0YAUd-RGY,https://c.saavncdn.com/310/POPSTAR-English-2020-20200717001037-150x150.jpg,https://aac.saavncdn.com/310/f9c3542ff2d42b9433731e7d7e836919_320.mp4,6EDO9iiTtwNv6waLwa1UUq,0.057,0.8,200221,0.56,0.0,5,0.134,-4.818,0,0.261,163.071,4,0.45
EAR1KX-B,Astronaut In The Ocean,132,Masked Wolf,english,https://www.jiosaavn.com/song/astronaut-in-the-ocean/NSk5AD9oGnE,https://c.saavncdn.com/102/Astronaut-In-The-Ocean-English-2021-20210825045729-150x150.jpg,https://aac.saavncdn.com/102/d70e1694c2482552c8842676c0aebf11_320.mp4,3Ofmpyhv5UAQ70mENzB277,0.175,0.778,132780,0.695,0.0,4,0.15,-6.865,0,0.0913,149.996,4,0.472
_5sWTSFJ,Till I Collapse,297,Eminem,english,https://www.jiosaavn.com/song/till-i-collapse/L10YZiBjcXk,https://c.saavncdn.com/020/The-Eminem-Show-Explicit-Version-2003-150x150.jpg,https://aac.saavncdn.com/020/e9c9be61575627702dd1bb2d2f27e02e_320.mp4,4xkOaSrkexMciUUogZKVTS,0.0622,0.548,297787,0.847,0.0,1,0.0816,-3.237,1,0.186,171.447,4,0.1
bphkJxeD,All The Way Up,191,"Fat Joe, Remy Ma, French Montana",english,https://www.jiosaavn.com/song/all-the-way-up/EhgDWj5IUnc,https://c.saavncdn.com/299/All-The-Way-Up-feat-French-Montana-Infared-Single-English-2016-150x150.jpg,https://aac.saavncdn.com/299/3d444e1b75f6210138f99361e75a583e_320.mp4,61QSuw5VlC0LTS8WMO356g,0.062,0.536,191942,0.721,0.0,10,0.824,-6.44,0,0.386,117.139,5,0.393
fYTPovvk,Panda,226,Desiigner,english,https://www.jiosaavn.com/song/panda/FjE-YRtGQVg,https://c.saavncdn.com/527/Panda-English-2016-150x150.jpg,https://aac.saavncdn.com/527/c1d082a1f2d00817d1928cce44b61455_320.mp4,275a9yzwGB6ncAW4SxY7q3,0.0292,0.685,247867,0.731,0.0,10,0.369,-5.503,0,0.414,145.245,4,0.266
bwopJe3Y,INDUSTRY BABY,214,"Lil Nas X, Jack Harlow",english,https://www.jiosaavn.com/song/industry-baby/Eh8EQT5VBGo,https://c.saavncdn.com/440/MONTERO-English-2021-20210914233101-150x150.jpg,https://aac.saavncdn.com/440/616cc55bb4bf6e7f6e580a311e30520c_320.mp4,27NovPIUIRrOZoCHxABJwK,0.0203,0.736,212000,0.704,0.0,3,0.0501,-7.409,0,0.0615,149.995,4,0.894
F61Fqbto,HUMBLE.,177,Kendrick Lamar,english,https://www.jiosaavn.com/song/humble./Nl5adwVSQ1w,https://c.saavncdn.com/717/DAMN--English-2017-20190419234518-150x150.jpg,https://aac.saavncdn.com/717/ee372af8abdc814bd36627ef93b097e9_320.mp4,7KXjTSCq5nL1LoYtL7XAwS,0.000282,0.908,177000,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421
LQsOhEMw,Stronger,312,Kanye West,english,https://www.jiosaavn.com/song/stronger/PDkYfhx1ekQ,https://c.saavncdn.com/638/Stronger-English-2007-20200724142539-150x150.jpg,https://aac.saavncdn.com/638/794ff78046887c032178791a3e77b70e_320.mp4,0j2T0R9dR9qdJYsB7ciXhf,0.00564,0.617,311867,0.717,0.0,10,0.408,-7.858,0,0.153,103.992,4,0.49
Gut2ihUr,Up,156,Cardi B,english,https://www.jiosaavn.com/song/up/Nx0fAx1YYkE,https://c.saavncdn.com/351/Up-English-2021-20210205060613-150x150.jpg,https://aac.saavncdn.com/351/83a253c32cab2dd4b775fe2b2042c703_320.mp4,32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.856,269667,0.609,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928
yEN1lOBH,The Box,196,Roddy Ricch,english,https://www.jiosaavn.com/song/the-box/CS0lABh-dXs,https://c.saavncdn.com/085/Please-Excuse-Me-For-Being-Antisocial-English-2019-20200226200508-150x150.jpg,https://aac.saavncdn.com/085/f5605655a31ce0a8d17305bdc735356f_320.mp4,0nbXyq5TXYPCO7pr3N8S4I,0.104,0.896,196653,0.586,0.0,10,0.79,-6.687,0,0.0559,116.971,4,0.642
5NPjF1rM,Mask Off,204,Future,english,https://www.jiosaavn.com/song/mask-off/RSY7WzIBRX4,https://c.saavncdn.com/102/FUTURE-English-2017-150x150.jpg,https://aac.saavncdn.com/102/9accd78e2a7c594bf1f58740bba98300_320.mp4,0VgkVdmE4gld66l8iyGjgx,0.0102,0.833,204600,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.281
o2ky1t01,Remember the Name (feat. Styles of Beyond),230,Fort Minor,english,https://www.jiosaavn.com/song/remember-the-name-feat.-styles-of-beyond/H1oASEVEBwI,https://c.saavncdn.com/066/Petrified-Remember-The-Name-DMD-Single-English-2005-150x150.jpg,https://aac.saavncdn.com/066/c2956a7c06625d56e6ed3b85495f6996_320.mp4,6ndmKwWqMozN2tcZqzCX4K,0.0583,0.688,230493,0.835,2.87e-06,8,0.0795,-4.162,1,0.0911,84.858,4,0.88
6NJiO5BN,Big Subwoofer (Single Version),241,"MOUNT WESTMORE, Snoop Dogg, Ice Cube, E-40, Too $hort",english,https://www.jiosaavn.com/song/big-subwoofer-single-version/RiYhWDsFdX0,https://c.saavncdn.com/559/Big-Subwoofer-English-2021-20211020025828-150x150.jpg,https://aac.saavncdn.com/559/f3fd22b5f99be89ca91021d26a2a8954_320.mp4,5GPm7PsMQwceQvfYlGXcCt,0.0262,0.92,241587,0.549,3.1e-06,11,0.196,-5.912,0,0.257,90.004,4,0.709
oIUQA_SH,Level Up,204,Ciara,english,"https://www.jiosaavn.com/song/level-up/HyE,YDVvZHs",https://c.saavncdn.com/954/Level-Up-English-2018-20190607042009-150x150.jpg,https://aac.saavncdn.com/954/30e218fe20ce97b9bc2a26c578232913_320.mp4,7ssEhls1ZYEGtBsoovkMSe,0.0142,0.746,204150,0.825,0.0107,1,0.121,-4.666,1,0.169,152.914,4,0.584
D7tYlI2y,Run It,164,"DJ Snake, Rick Ross, Rich Brian",english,https://www.jiosaavn.com/song/run-it/NF8faBh5BUo,https://c.saavncdn.com/279/Shang-Chi-and-The-Legend-of-The-Ten-Rings-The-Album-English-2021-20210903065340-150x150.jpg,https://aac.saavncdn.com/279/8e8baeb2538ad9123df77e6a218b0715_320.mp4,1dg3qy5DjoJodawfOCgrTP,0.415,0.88,232048,0.575,0.0,6,0.109,-6.091,1,0.163,120.031,4,0.671
NCA20A0x,WAP (feat. Megan Thee Stallion),187,Cardi B,english,https://www.jiosaavn.com/song/wap-feat.-megan-thee-stallion/PisqA0RxB0s,https://c.saavncdn.com/706/WAP-feat-Megan-Thee-Stallion--English-2020-20200807012028-150x150.jpg,https://aac.saavncdn.com/706/4cb6920a2d42020b2a45d70fb6dc4767_320.mp4,4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,187541,0.454,0.0,1,0.0824,-7.509,1,0.375,133.073,4,0.357
qUiptKiq,Motley Crew,184,Post Malone,english,https://www.jiosaavn.com/song/motley-crew/AT0CQQB7XkI,https://c.saavncdn.com/958/Motley-Crew-English-2021-20210709100949-150x150.jpg,https://aac.saavncdn.com/958/079b81d1b8951cce49f7707a18cd58eb_320.mp4,40uMIn2zJLAQhNXghRjBed,0.0904,0.797,184213,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,0.288
