track_id,track_name,duration,primary_artists,language,track_url,track_image,download_url,spotify_track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
BuuUaa07,Naiyo Lagda,320,"Himesh Reshammiya, Kamaal Khan, Palak Muchhal",hindi,https://www.jiosaavn.com/song/naiyo-lagda/Mh0eZBVRBwQ,http://c.saavncdn.com/348/Kisi-Ka-Bhai-Kisi-Ki-Jaan-Hindi-2023-20230227115303-150x150.jpg,https://aac.saavncdn.com/348/04edacbb0838b0bf5851a33e7d6cfeb3_320.mp4,5PC5DSEMO5bpRAECZE2uPB,0.16,0.348,240930,0.719,0.852,8,0.182,-6.628,0,0.0389,164.077,4,0.235
5DKGrHAV,Billi Billi,174,Sukhbir,hindi,https://www.jiosaavn.com/song/billi-billi/RSwgdgZ4dmU,http://c.saavncdn.com/348/Kisi-Ka-Bhai-Kisi-Ki-Jaan-Hindi-2023-20230227115303-150x150.jpg,https://aac.saavncdn.com/895/266845e7a722f0e981d2dae4c5e4e186_320.mp4,2KnuaZYoGzDoHiBTNYOTXG,0.222,0.895,196731,0.389,0.0346,7,0.105,-11.036,0,0.11,110.023,4,0.549
X7HAp0HE,"Nazar Lag Jayegi (From ""Bholaa"")",236,"Ravi Basrur, Javed Ali, Irshad Kamil",hindi,https://www.jiosaavn.com/song/nazar-lag-jayegi-from-bholaa/KF8jcAQAf3Y,http://c.saavncdn.com/047/Nazar-Lag-Jayegi-From-Bholaa-Hindi-2023-20230216211157-150x150.jpg,https://aac.saavncdn.com/047/ec4ac1cb8a513629f2b5319ef4503b7d_320.mp4,7LSD7bVncAOlMafdUzgVcn,0.287,0.605,236205,0.841,4.46e-05,1,0.126,-6.463,1,0.0623,85.951,4,0.531
69a6d8MS,Tera Hua,280,"Himesh Reshammiya, Arijit Singh, Jyotica Tangri",hindi,https://www.jiosaavn.com/song/tera-hua/RlEKBxAIemA,https://c.saavncdn.com/426/Bad-Boy-Hindi-2023-20230225151348-150x150.jpg,https://aac.saavncdn.com/426/c3092a485983331480b0caed4e2bd917_320.mp4,3zqFsowz5iGbYIxZW5KlKw,0.351,0.426,214002,0.688,0.0,2,0.0998,-5.25,1,0.0443,118.586,5,0.239
_kYxmmGj,Munda Sona Hoon Main,229,"Pritam, Diljit Dosanjh, Nikhita Gandhi, Kumaar",hindi,https://www.jiosaavn.com/song/munda-sona-hoon-main/LwMySRldcFk,http://c.saavncdn.com/866/Shehzada-Hindi-2023-20230228121015-150x150.jpg,https://aac.saavncdn.com/866/dc910c43ea3d92700e99806efa4be34f_320.mp4,0NODNDsiY0sK5P0TnmDMSE,0.271,0.775,229948,0.83,0.0,9,0.191,-4.905,0,0.0571,130.024,4,0.913
-IcHD2Or,Chedkhaniyan,231,"Pritam, Arijit Singh, Nikhita Gandhi, IP Singh, Shloke Lal",hindi,https://www.jiosaavn.com/song/chedkhaniyan/XSEIeTACeEE,http://c.saavncdn.com/866/Shehzada-Hindi-2023-20230228121015-150x150.jpg,https://aac.saavncdn.com/866/05ae27505a5ce9ae8b6d8cce8a588a7c_320.mp4,6EKY8rpjaBxxB0WbXJhedU,0.38,0.716,231421,0.876,0.0,7,0.394,-3.777,1,0.0694,124.903,4,0.849
1yvmjPZO,Mere Sawaal Ka,255,"Pritam, Shashwat Singh, Shalmali, Shloke Lal",hindi,https://www.jiosaavn.com/song/mere-sawaal-ka/QREdXB5gbXw,http://c.saavncdn.com/866/Shehzada-Hindi-2023-20230228121015-150x150.jpg,https://aac.saavncdn.com/866/7f795f696097c46851a8111f5d676c25_320.mp4,6ZLgnkQNj1CJldLocXd5Ul,0.737,0.759,255173,0.698,7.15e-06,2,0.13,-8.571,1,0.0651,106.013,4,0.482
1VJDe6dT,Character Dheela 2.0,157,"Pritam, Amitabh Bhattacharya, Neeraj Shridhar",hindi,https://www.jiosaavn.com/song/character-dheela-2.0/QT4hdREGU2c,http://c.saavncdn.com/866/Shehzada-Hindi-2023-20230228121015-150x150.jpg,https://aac.saavncdn.com/866/98ab5b13d77e838bf1b78fbf6e270c6f_320.mp4,0QT9B8Yfrz0vi66oXMrKJg,0.00332,0.841,157153,0.863,9.64e-05,11,0.111,-4.73,1,0.0642,111.955,4,0.426
EktcZ_tq,Shehzada Title Track,227,"Pritam, Sonu Nigam, Mayur Puri",hindi,https://www.jiosaavn.com/song/shehzada-title-track/NQMfUi5vQ0I,http://c.saavncdn.com/866/Shehzada-Hindi-2023-20230228121015-150x150.jpg,https://aac.saavncdn.com/866/1c933fdc9a5ce6a5c793a860aaea52df_320.mp4,3En5vzjXpI2Q316FelTqd5,0.115,0.693,227399,0.869,0.0,5,0.201,-3.697,0,0.0817,95.966,4,0.696
pSddQfxN,Mere Sawaal Ka (King Version),188,"Pritam, King, Shloke Lal",hindi,https://www.jiosaavn.com/song/mere-sawaal-ka-king-version/ADsPVSVWT30,http://c.saavncdn.com/866/Shehzada-Hindi-2023-20230228121015-150x150.jpg,https://aac.saavncdn.com/866/8192748bdd1960aa8bc31242c34e3edf_320.mp4,4gMAPHoUI80xJHx55iHQjB,0.743,0.746,188058,0.692,4.91e-06,0,0.096,-9.148,1,0.0471,106.016,4,0.45
Yv-9NmYK,Besharam Rang,258,"Vishal &amp; Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar",hindi,https://www.jiosaavn.com/song/besharam-rang/KR5GCDpdbng,https://c.saavncdn.com/807/Pathaan-Hindi-2022-20221222104158-150x150.jpg,https://aac.saavncdn.com/807/f5a2929f50aa073c95017522ab406717_320.mp4,0CtZpaOhtzvLV3FfcsVpQo,0.0587,0.773,258474,0.795,0.00237,8,0.154,-5.537,0,0.0412,115.997,4,0.649
NCUGpKOW,Jhoome Jo Pathaan,208,"Vishal &amp; Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",hindi,"https://www.jiosaavn.com/song/jhoome-jo-pathaan/Pis,dgR7eGQ",https://c.saavncdn.com/807/Pathaan-Hindi-2022-20221222104158-150x150.jpg,https://aac.saavncdn.com/807/ef11e75a9044f5148769abaa8cfb14c1_320.mp4,6FAYpZ4jve8vpvTwUvjK6H,0.0964,0.817,208164,0.738,0.0,7,0.331,-7.639,1,0.0748,104.964,4,0.616
EIdYxJXT,Pathaan's Theme,157,"Sanchit Balhara, Ankit Balhara, Magdalena Supel, Kit Bee",hindi,https://www.jiosaavn.com/song/pathaan%e2%80%99s-theme/NSEPaAx6b2c,https://c.saavncdn.com/807/Pathaan-Hindi-2022-20221222104158-150x150.jpg,https://aac.saavncdn.com/807/b81178f646021daced38c51189bb4ecb_320.mp4,7l00c4RIiRh9MngY4Mt6jG,3.29e-05,0.467,157142,0.925,0.0457,2,0.102,-5.412,1,0.049,153.004,4,0.216
EuQ2PQJi,Jim's Theme,71,"Sanchit Balhara, Ankit Balhara, Maanya Narang, Riya Duggal",hindi,https://www.jiosaavn.com/song/jim%e2%80%99s-theme/NR06AyRhfVo,https://c.saavncdn.com/807/Pathaan-Hindi-2022-20221222104158-150x150.jpg,https://aac.saavncdn.com/807/95e27ab27ac1b3d99756adfb889a91a2_320.mp4,6BfOhpHADzrvKN2kMPTMPv,0.000403,0.531,251467,0.597,0.00105,9,0.063,-9.004,1,0.0324,110.791,3,0.33
tuO3Iytk,When I Get There,200,P!nk,english,https://www.jiosaavn.com/song/when-i-get-there/BB0kAj1JQ1g,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/cc9514704dd2df982b3bef51f6c0e695_320.mp4,24dotUzOINUEH3iTUlhDXX,0.78,0.562,200173,0.403,0.0,1,0.094,-5.441,1,0.0361,82.518,4,0.548
2knUHGu2,TRUSTFALL,241,P!nk,english,https://www.jiosaavn.com/song/trustfall/QgMFZDx3QgE,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/0290446a12c24e481f61de2233b883db_320.mp4,4FWbsd91QSvgr1dSWwW51e,0.00162,0.636,237200,0.888,0.000216,8,0.147,-3.889,1,0.0945,122.032,4,0.25
Ep4e5Kbj,Turbulence,209,P!nk,english,https://www.jiosaavn.com/song/turbulence/NRhfVEF7VVk,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/4aaf1eeefbf700a365ad41fa1bed7d31_320.mp4,1dJzTNm46rtvQR2A3GZU8F,0.227,0.53,206453,0.607,0.0,1,0.097,-6.334,1,0.051,123.891,4,0.178
rBLSs9Bx,Long Way to Go,188,P!nk,english,https://www.jiosaavn.com/song/long-way-to-go/AionYgcJdUs,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/7a52d1bf1b38c7dec89ac8d874310d80_320.mp4,2jyXJ3RB21d3tZVZRiHtKm,0.635,0.546,189267,0.561,0.0,11,0.108,-6.217,1,0.0448,103.018,4,0.398
aNEWDJqd,Kids in Love,166,P!nk,english,https://www.jiosaavn.com/song/kids-in-love/ESYuZjB6Rlc,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/f9d00470e169ed331d417cc9857fb96e_320.mp4,1gpYR1FzbIS0IRbpF3BBmu,0.608,0.4,167200,0.7,0.0,1,0.232,-7.01,1,0.243,205.077,4,0.357
XOKVoEt6,Never Gonna Not Dance Again,225,P!nk,english,https://www.jiosaavn.com/song/never-gonna-not-dance-again/KCcgZxt1QwU,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/66527ecb29285a54680a1dcd29506c51_320.mp4,6sZo5nJIsFWXefRCCexpx0,0.0273,0.668,225789,0.802,0.0,5,0.163,-4.005,0,0.0917,113.796,4,0.769
F8r6UvvC,Runaway,162,P!nk,english,https://www.jiosaavn.com/song/runaway/NlAZByFGQXA,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/71c79da36edb662218671ce7ccf5de2d_320.mp4,3DK6m7It6Pw857FcQftMds,0.219,0.374,547733,0.568,0.00219,1,0.513,-3.825,0,0.109,84.733,4,0.111
iLUFMb9g,Last Call,244,P!nk,english,"https://www.jiosaavn.com/song/last-call/GSQ,dzlSDlQ",https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/d622fba4ae0945b10886ea9386cb7450_320.mp4,73QGVDmZWTLnQ6lG7rF1vd,0.116,0.649,174184,0.768,0.0,1,0.087,-3.246,1,0.0336,115.005,4,0.929
UzTYG2Kj,Hate Me,199,P!nk,english,https://www.jiosaavn.com/song/hate-me/JRI-aDMCfFk,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/0a778ec81c2c97020e03532daf73b140_320.mp4,6kls8cSlUyHW2BUOkDJIZE,0.108,0.657,186223,0.768,0.0,8,0.144,-4.628,1,0.0507,75.025,4,0.759
cCM0C-cC,Lost Cause,222,P!nk,english,https://www.jiosaavn.com/song/lost-cause/EysmATcdVHA,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/19ca2d815f323ac6872b125edbf07a7e_320.mp4,533x1nP8yz7LRMUcJBkKCP,0.705,0.671,212496,0.336,0.00751,10,0.0577,-8.494,0,0.241,75.051,4,0.518
VYqPD_qq,Feel Something,186,P!nk,english,https://www.jiosaavn.com/song/feel-something/JjEaYTBvRkI,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/211466d2c4f08f04baf054bc9649a9c5_320.mp4,7JDWhC422Gtk1Bq0mL3OTC,0.242,0.74,180161,0.415,0.000156,0,0.319,-8.914,1,0.0707,136.029,4,0.156
f7wdmBuX,Our Song,178,P!nk,english,https://www.jiosaavn.com/song/our-song/Fl8cVRlyQms,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/668f1e4fe91f776300dd66108a765b81_320.mp4,15DeqWWQB4dcEWzJg15VrN,0.111,0.668,201107,0.672,0.0,2,0.329,-4.931,1,0.0303,89.011,4,0.539
oCvfWWnE,Just Say I'm Sorry,217,P!nk,english,https://www.jiosaavn.com/song/just-say-im-sorry/HysdVyNnWXY,https://c.saavncdn.com/222/TRUSTFALL-English-2023-20230213235408-150x150.jpg,https://aac.saavncdn.com/222/45f52e196526499a77f742783361229f_320.mp4,3opqYjloPGrJDlBjFGoWtU,0.87,0.347,214013,0.267,0.0009,9,0.091,-6.927,1,0.0381,154.706,3,0.0922
5MFAvzwm,Shubho Shubho,193,Altamash Faridi,hindi,https://www.jiosaavn.com/song/shubho-shubho/RSUtcAJKQF4,http://c.saavncdn.com/462/Mrs-Chatterjee-Vs-Norway-Hindi-2023-20230302090838-150x150.jpg,https://aac.saavncdn.com/462/082125c160b620889dddbb4fdc967465_320.mp4,56PpLf7NvUZfT28Fsc0HGt,0.914,0.655,193500,0.399,0.00274,0,0.117,-10.175,1,0.0472,149.975,3,0.53
NTtkeFaT,Maa Ke Dil Se,213,"Javed Ali, Dipakshi Kalita",hindi,https://www.jiosaavn.com/song/maa-ke-dil-se/PjwfWhF2Vmc,http://c.saavncdn.com/462/Mrs-Chatterjee-Vs-Norway-Hindi-2023-20230302090838-150x150.jpg,https://aac.saavncdn.com/462/f38f5568df9c91142760c703157f110f_320.mp4,6z7Z83TK28VRA1GMEpOGUq,0.83,0.504,213000,0.381,0.0378,2,0.0677,-12.084,1,0.0295,75.009,4,0.217
EiQzBj7C,Aami Jaani Re,244,Madhubanti Bagchi,hindi,https://www.jiosaavn.com/song/aami-jaani-re/NQE6SzZaAHA,http://c.saavncdn.com/462/Mrs-Chatterjee-Vs-Norway-Hindi-2023-20230302090838-150x150.jpg,https://aac.saavncdn.com/462/44ca595f0c7825f24a71120235ffd21d_320.mp4,3Ggqjpezzxm38fVCHCmZCJ,0.9,0.195,278219,0.188,0.201,6,0.299,-14.326,1,0.0358,63.901,5,0.0372
fu_pjt8k,Love Me More,203,Sam Smith,english,https://www.jiosaavn.com/song/love-me-more/Fh00QR5ED1g,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/926cbd3db6303ce3156923b2ad5534a4_320.mp4,2MxNZp0dEVjDPFZ3dSkcdk,0.302,0.791,190659,0.439,1.85e-05,10,0.126,-5.62,1,0.0645,85.004,4,0.559
MFsSOjdo,No God,197,Sam Smith,english,https://www.jiosaavn.com/song/no-god/PS4YYjtaU1w,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/3fe74dabdaf7ebad898bd908f463cff2_320.mp4,0RlBQOKhSIpAFmn2MbSH6j,0.406,0.616,197394,0.509,0.000296,6,0.109,-7.663,0,0.141,89.82,4,0.152
Wh0Mfz-T,Hurting Interlude,18,Sam Smith,english,https://www.jiosaavn.com/song/hurting-interlude/JwBbfBJKGmc,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/cc333b5c0b97afbed8528a51f41d4524_320.mp4,0u6TnByX663BRVELE4KXNe,0.987,0.447,18338,0.484,0.806,6,0.186,-20.303,0,0.325,134.258,3,0.932
EtZzIfLb,Lose You,190,Sam Smith,english,https://www.jiosaavn.com/song/lose-you/NRwxSz1We1E,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/f7d797b010ed7557637fcd807d29dff2_320.mp4,5Z01UMMf7V1o0MzF86s6WJ,0.00868,0.692,326467,0.744,0.000423,2,0.359,-4.565,1,0.257,171.374,4,0.0612
9LBSYR9h,Perfect,231,"Sam Smith, Jessie Reyez",english,https://www.jiosaavn.com/song/perfect/SSQpYi1iDls,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/44046eda7dee18a1b171eb1579214237_320.mp4,0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,263400,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
Plabk03R,Unholy,157,"Sam Smith, Kim Petras",english,https://www.jiosaavn.com/song/unholy/IAQKUx8ABGE,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/7b46b7426bec678ae89ad525c1cda05b_320.mp4,3nqQXoyQOWXiESFLlDF1hG,0.013,0.714,156943,0.472,4.51e-06,2,0.266,-7.375,1,0.0864,131.121,4,0.238
CZQXfkar,How To Cry,160,Sam Smith,english,https://www.jiosaavn.com/song/how-to-cry/MzI6aRJbVkE,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/2b8d6047f84b53f72b480b65ac3139c2_320.mp4,5TQTUVJ23PhEhrriErbDWb,0.629,0.444,160560,0.348,2.27e-06,1,0.18,-8.657,0,0.0405,89.068,4,0.296
tLSQPyUm,Six Shots,150,Sam Smith,english,https://www.jiosaavn.com/song/six-shots/BCQ4YCRJYl4,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/6017dfacf0f1fa5d436e1861aedc7842_320.mp4,6XgUELmTiQ2mi6FlgwkOze,0.0762,0.578,150590,0.415,4.4e-06,2,0.363,-8.679,0,0.0545,88.125,4,0.376
3AYex3L7,Gimme,169,"Sam Smith, Koffee, Jessie Reyez",english,https://www.jiosaavn.com/song/gimme/QykyVAwDewQ,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/598c4ff3a21dd23b9211b9d06e4c6fdc_320.mp4,3vkQ5DAB1qQMYO4Mr9zJN6,0.02,0.749,292613,0.491,0.00899,10,0.159,-9.655,1,0.0403,119.528,4,0.536
8InIk1WT,Dorothy's Interlude,8,Sam Smith,english,https://www.jiosaavn.com/song/dorothys-interlude/SCEFeB8BYGc,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/669f9e9c59d71dfdc3936b0ee8933543_320.mp4,4FTuFKKU0lHZ4wE1Amc9Ty,0.052,0.625,78696,0.726,0.806,9,0.0912,-9.932,0,0.0372,140.046,4,0.519
SgtUUpfN,I'm Not Here To Make Friends,229,"Sam Smith, Calvin Harris, Jessie Reyez",english,https://www.jiosaavn.com/song/im-not-here-to-make-friends/Iw8fZCFAUX0,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/b75e9e75c8fb01ff0ed4679d384f10ec_320.mp4,3i0FkJYlU4MFfYkjFHXXAM,0.172,0.698,229605,0.895,1.45e-05,0,0.409,-4.439,1,0.0628,114.914,4,0.838
463oivLt,Gloria,110,Sam Smith,english,https://www.jiosaavn.com/song/gloria/RF5YXh1Ge0c,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/e01dc4b3fbb4efcbd7b2ef930c1a2ad0_320.mp4,5BkGp7FLUUpKgWl29jBK0J,0.658,0.523,216120,0.714,5.2e-06,11,0.0785,-6.021,1,0.0367,78.211,4,0.659
7qImMYvI,Who We Love,162,"Sam Smith, Ed Sheeran",english,https://www.jiosaavn.com/song/who-we-love/RxkiXDlpQXo,https://c.saavncdn.com/041/Gloria-English-2023-20230127065725-150x150.jpg,https://aac.saavncdn.com/041/5c223114c6aa8e05c799010904733005_320.mp4,16axxBqfSvis8mjhrLHWeH,0.858,0.568,162390,0.289,0.0,11,0.0943,-8.973,1,0.0395,140.122,4,0.338
v2q6fsIn,Desi Goriya,191,Raahi,hindi,https://www.jiosaavn.com/song/desi-goriya/BloaBxJDfl0,https://c.saavncdn.com/583/Lucky-Hindi-2023-20230224121448-150x150.jpg,https://aac.saavncdn.com/583/c77fbc3d69d82f6a9baac60a2bec988e_320.mp4,46ZOJpJjXHqJS0NuabNIPH,0.151,0.81,191538,0.829,3.44e-05,5,0.0866,-3.14,1,0.0718,103.989,4,0.93
VScvAb9g,Mujhe Gaane Do,142,Raahi,hindi,https://www.jiosaavn.com/song/mujhe-gaane-do/JjsIRzVSDlQ,https://c.saavncdn.com/583/Lucky-Hindi-2023-20230224121448-150x150.jpg,https://aac.saavncdn.com/583/d32e8343f9e2c3405c9ba550246cbaab_320.mp4,702aSTeNYc27sU1JerBGYE,0.76,0.501,263646,0.396,0.0,11,0.0946,-12.739,1,0.29,143.763,4,0.546
jWkaU1io,Barsaat Mein,301,Sakshi Holkar,hindi,https://www.jiosaavn.com/song/barsaat-mein/Gj8AUCEBXlw,https://c.saavncdn.com/583/Lucky-Hindi-2023-20230224121448-150x150.jpg,https://aac.saavncdn.com/583/9258fcfa220b2c318cf0afd67a860351_320.mp4,1EOEV5WeFJ7zOLEbMJe5rQ,0.926,0.548,352933,0.576,4.38e-06,7,0.416,-7.297,0,0.0787,165.547,3,0.828
k81NfA0s,Sabko Salaam,117,Harjot Kaur,hindi,https://www.jiosaavn.com/song/sabko-salaam/G1BafxJxB0A,https://c.saavncdn.com/583/Lucky-Hindi-2023-20230224121448-150x150.jpg,https://aac.saavncdn.com/583/3107e37fd7e759faab21a88c5c80629f_320.mp4,1SHB9gbI6HfqaTWvSOygCJ,0.0778,0.714,117818,0.597,0.0,0,0.22,-10.221,1,0.429,165.046,4,0.642
u6rdnWam,Woman,181,Doja Cat,english,https://www.jiosaavn.com/song/woman/BV4ZVRpnVl4,https://c.saavncdn.com/852/Planet-Her-English-2021-20210621224521-150x150.jpg,https://aac.saavncdn.com/852/2bb7cca3ca3919aa0f07d8801bab80c6_320.mp4,6Uj1ctrBOjOas8xZXGqKk4,0.0888,0.824,172627,0.764,0.00294,5,0.117,-4.175,0,0.0854,107.998,4,0.881
ijYVr825,BREAK MY SOUL,278,Beyoncé,english,https://www.jiosaavn.com/song/break-my-soul/GQIyZwYIBQY,https://c.saavncdn.com/974/RENAISSANCE-English-2022-20220802233341-150x150.jpg,https://aac.saavncdn.com/974/fb5fc268aa04174b8cc0be5757aabaa7_320.mp4,5pyoxDZ1PX0KxBxiRVxA4U,0.0581,0.693,278282,0.887,2.71e-06,1,0.27,-5.039,0,0.0795,114.942,4,0.864
fM8Jm54m,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack)",192,David Guetta,english,https://www.jiosaavn.com/song/hey-mama-feat.-nicki-minaj-bebe-rexha--afrojack/FiVTexkFA14,https://c.saavncdn.com/308/Listen-English-2014-20190607044308-150x150.jpg,https://aac.saavncdn.com/308/92fed8b9ab76015a8f196f077268d4f8_320.mp4,5b2bu6yyATC1zMXDGScJ2d,0.24,0.596,192560,0.73,0.0,9,0.325,-4.091,1,0.151,85.979,4,0.525
G-jVYoBi,Glow,203,"Tubby, Samantha Noella, Eden Kesang",english,https://www.jiosaavn.com/song/glow/N0UBZy1fdVo,https://c.saavncdn.com/757/Glow-English-2023-20230207123105-150x150.jpg,https://aac.saavncdn.com/757/19630c5ee1d158d060170cfb28f9b887_320.mp4,2caSMfpQAY2wTvb3kgYirk,0.788,0.177,133065,0.0144,0.684,2,0.126,-35.892,1,0.0405,72.597,4,0.11
aQwETM1e,"Me, Myself &amp; I",251,"G-Eazy, Bebe Rexha",english,https://www.jiosaavn.com/song/me-myself--i/ETkcdCB9BlY,https://c.saavncdn.com/473/When-It-s-Dark-Out-English-2015-150x150.jpg,https://aac.saavncdn.com/473/7a1c640f3e150f6ada980480fa23ad2e_320.mp4,40YcuQysJ0KlGQTeGUosTC,0.0184,0.756,251467,0.674,0.0,0,0.158,-6.518,0,0.0959,111.995,4,0.389
03BRzGWu,You Don't Own Me,199,SAYGRACE,english,https://www.jiosaavn.com/song/you-dont-own-me/QFspYw53YEY,https://c.saavncdn.com/148/You-Don-t-Own-Me-English-2015-150x150.jpg,https://aac.saavncdn.com/148/12c50b7af14bbf62731151e3177d00e4_320.mp4,7ngRS53kqxLcEt9Pythc5d,0.701,0.473,150000,0.434,0.0,2,0.628,-10.02,1,0.0257,94.814,3,0.711
FwNnHh4F,Escapism.,272,"Raye, 070 Shake",english,https://www.jiosaavn.com/song/escapism./Nh8lXzxYA3U,https://c.saavncdn.com/376/Escapism-The-Thrill-Is-Gone-English-2022-20221008020214-150x150.jpg,https://aac.saavncdn.com/376/b8671308aabcd1349b9e520529da2e65_320.mp4,5Z2MiIZ5I3jJvvmeWMLbOQ,0.138,0.538,272373,0.742,4.67e-05,2,0.0934,-5.355,1,0.114,96.107,4,0.25
ZixtJuzz,Bloody Mary,244,Lady Gaga,english,https://www.jiosaavn.com/song/bloody-mary/KgETRT5FTUk,https://c.saavncdn.com/491/Born-This-Way-International-Special-Edition-Version-2011-150x150.jpg,https://aac.saavncdn.com/491/b995dc2be59df8367535a5c2de41d68d_320.mp4,11BKm0j4eYoCPPpCONAVwA,0.0107,0.591,244760,0.637,1.95e-06,9,0.113,-6.365,0,0.03,99.998,4,0.432
c-6-mB8N,Flowers,200,Miley Cyrus,english,https://www.jiosaavn.com/song/flowers/E0VdHBlyD30,https://c.saavncdn.com/047/Flowers-English-2023-20230113044956-150x150.jpg,https://aac.saavncdn.com/047/985bd26eb8496d9a704c2fbb1bf0b8b7_320.mp4,0yLdNVWF3Srea0uzk55zFn,0.0632,0.707,200455,0.681,5.15e-06,0,0.0322,-4.325,1,0.0668,117.999,4,0.646
LdlCgIbK,Queen Of Me,178,Shania Twain,english,https://www.jiosaavn.com/song/queen-of-me/PAwHchN5VXg,https://c.saavncdn.com/227/Queen-Of-Me-English-2023-20230203063656-150x150.jpg,https://aac.saavncdn.com/227/8ae5c37ef499e4a464db2baa9d86d198_320.mp4,4o05DiC0RQ9DNtGJGauwna,0.248,0.543,189397,0.787,0.0,8,0.0778,-6.52,1,0.241,173.702,4,0.343
e5wi7RAj,Grrrls,121,Lizzo,english,https://www.jiosaavn.com/song/grrrls/FV0cWENidlk,https://c.saavncdn.com/130/Special-English-2022-20220804070818-150x150.jpg,https://aac.saavncdn.com/130/696f29e8d907424e31d670e70929566a_320.mp4,1iV2uSjP8BfHTXVLblBOxI,0.0313,0.889,121113,0.449,0.0,0,0.0581,-7.63,1,0.293,137.941,4,0.911
BPAtmKbr,God is a woman,197,Ariana Grande,english,https://www.jiosaavn.com/song/god-is-a-woman/MjgqRRl7VUE,https://c.saavncdn.com/022/Sweetener-English-2018-20180816183930-150x150.jpg,https://aac.saavncdn.com/022/3f97dcc1163260b568b14eb75e03e4db_320.mp4,5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268
h3CKWKDo,My Mind &amp; Me,147,Selena Gomez,english,https://www.jiosaavn.com/song/my-mind--me/GFsoeiN7c1w,https://c.saavncdn.com/740/My-Mind-Me-English-2022-20221103183546-150x150.jpg,https://aac.saavncdn.com/740/ff28f7d4f355491504cf38c052c55d39_320.mp4,0XER3HPMx223xWaAgNKp4Y,0.566,0.6,147597,0.389,0.0,9,0.0826,-5.727,1,0.0337,143.577,4,0.244
-NdXhOk0,Roar,223,Katy Perry,english,https://www.jiosaavn.com/song/roar/XSYPaRx-XAM,https://c.saavncdn.com/194/PRISM-2013-150x150.jpg,https://aac.saavncdn.com/194/5f6594faa0f13b50294e1ab70685e980_320.mp4,27tNWlhdAryQY04Gb2ZhUI,0.00492,0.671,223546,0.771,7.28e-06,7,0.354,-4.821,0,0.0316,90.003,4,0.436
